ZipCode,City,County,State
95337,Manteca,San Joaquin,CA
95338,Mariposa,Mariposa,CA
95340,Merced,Merced,CA
95341,Merced,Merced,CA
95342,Atwater,Merced,CA
95343,Merced,Merced,CA
95344,Merced,Merced,CA
95345,Midpines,Mariposa,CA
95346,Mi Wuk Village,Tuolumne,CA
95347,Moccasin,Tuolumne,CA
95348,Merced,Merced,CA
95350,Modesto,Stanislaus,CA
95351,Modesto,Stanislaus,CA
95352,Modesto,Stanislaus,CA
95353,Modesto,Stanislaus,CA
95354,Modesto,Stanislaus,CA
95355,Modesto,Stanislaus,CA
95356,Modesto,Stanislaus,CA
95357,Modesto,Stanislaus,CA
95358,Modesto,Stanislaus,CA
95360,Newman,Stanislaus,CA
95361,Oakdale,Stanislaus,CA
95363,Patterson,Stanislaus,CA
95364,Pinecrest,Tuolumne,CA
95365,Planada,Merced,CA
95366,Ripon,San Joaquin,CA
95367,Riverbank,Stanislaus,CA
95368,Salida,Stanislaus,CA
95369,Snelling,Merced,CA
95370,Sonora,Tuolumne,CA
95372,Soulsbyville,Tuolumne,CA
95373,Standard,Tuolumne,CA
95374,Stevinson,Merced,CA
95375,Strawberry,Tuolumne,CA
95376,Tracy,San Joaquin,CA
95377,Tracy,San Joaquin,CA
95378,Tracy,San Joaquin,CA
95379,Tuolumne,Tuolumne,CA
95380,Turlock,Stanislaus,CA
95381,Turlock,Stanislaus,CA
95382,Turlock,Stanislaus,CA
95383,Twain Harte,Tuolumne,CA
95385,Vernalis,San Joaquin,CA
95386,Waterford,Stanislaus,CA
95387,Westley,Stanislaus,CA
95388,Winton,Merced,CA
95389,Yosemite National Park,Mariposa,CA
95390,Riverbank,Stanislaus,CA
95391,Tracy,San Joaquin,CA
95397,Modesto,Stanislaus,CA
95401,Santa Rosa,Sonoma,CA
95402,Santa Rosa,Sonoma,CA
95403,Santa Rosa,Sonoma,CA
95404,Santa Rosa,Sonoma,CA
95405,Santa Rosa,Sonoma,CA
95406,Santa Rosa,Sonoma,CA
95407,Santa Rosa,Sonoma,CA
95408,Santa Rosa,Sonoma,CA
95409,Santa Rosa,Sonoma,CA
95410,Albion,Mendocino,CA
95412,Annapolis,Sonoma,CA
95415,Boonville,Mendocino,CA
95416,Boyes Hot Springs,Sonoma,CA
95417,Branscomb,Mendocino,CA
95418,Calpella,Mendocino,CA
95419,Camp Meeker,Sonoma,CA
95420,Caspar,Mendocino,CA
95421,Cazadero,Sonoma,CA
95422,Clearlake,Lake,CA
95423,Clearlake Oaks,Lake,CA
95424,Clearlake Park,Lake,CA
95425,Cloverdale,Sonoma,CA
95426,Cobb,Lake,CA
95427,Comptche,Mendocino,CA
95428,Covelo,Mendocino,CA
95429,Dos Rios,Mendocino,CA
95430,Duncans Mills,Sonoma,CA
95431,Eldridge,Sonoma,CA
95432,Elk,Mendocino,CA
95433,El Verano,Sonoma,CA
95435,Finley,Lake,CA
95436,Forestville,Sonoma,CA
95437,Fort Bragg,Mendocino,CA
95439,Fulton,Sonoma,CA
95441,Geyserville,Sonoma,CA
95442,Glen Ellen,Sonoma,CA
95443,Glenhaven,Lake,CA
95444,Graton,Sonoma,CA
95445,Gualala,Mendocino,CA
95446,Guerneville,Sonoma,CA
95448,Healdsburg,Sonoma,CA
95449,Hopland,Mendocino,CA
95450,Jenner,Sonoma,CA
95451,Kelseyville,Lake,CA
95452,Kenwood,Sonoma,CA
95453,Lakeport,Lake,CA
95454,Laytonville,Mendocino,CA
95456,Littleriver,Mendocino,CA
95457,Lower Lake,Lake,CA
95458,Lucerne,Lake,CA
95459,Manchester,Mendocino,CA
95460,Mendocino,Mendocino,CA
95461,Middletown,Lake,CA
95462,Monte Rio,Sonoma,CA
95463,Navarro,Mendocino,CA
95464,Nice,Lake,CA
95465,Occidental,Sonoma,CA
95466,Philo,Mendocino,CA
95467,Hidden Valley Lake,Lake,CA
95468,Point Arena,Mendocino,CA
95469,Potter Valley,Mendocino,CA
95470,Redwood Valley,Mendocino,CA
95471,Rio Nido,Sonoma,CA
95472,Sebastopol,Sonoma,CA
95473,Sebastopol,Sonoma,CA
95476,Sonoma,Sonoma,CA
95480,Stewarts Point,Sonoma,CA
95481,Talmage,Mendocino,CA
95482,Ukiah,Mendocino,CA
95485,Upper Lake,Lake,CA
95486,Villa Grande,Sonoma,CA
95487,Vineburg,Sonoma,CA
95488,Westport,Mendocino,CA
95490,Willits,Mendocino,CA
95492,Windsor,Sonoma,CA
95493,Witter Springs,Lake,CA
95494,Yorkville,Mendocino,CA
95497,The Sea Ranch,Sonoma,CA
95501,Eureka,Humboldt,CA
95502,Eureka,Humboldt,CA
95503,Eureka,Humboldt,CA
95511,Alderpoint,Humboldt,CA
95514,Blocksburg,Humboldt,CA
95518,Arcata,Humboldt,CA
95519,Mckinleyville,Humboldt,CA
95521,Arcata,Humboldt,CA
95524,Bayside,Humboldt,CA
95525,Blue Lake,Humboldt,CA
95526,Bridgeville,Humboldt,CA
95527,Burnt Ranch,Trinity,CA
95528,Carlotta,Humboldt,CA
95531,Crescent City,Del Norte,CA
95532,Crescent City,Del Norte,CA
95534,Cutten,Humboldt,CA
95536,Ferndale,Humboldt,CA
95537,Fields Landing,Humboldt,CA
95538,Fort Dick,Del Norte,CA
95540,Fortuna,Humboldt,CA
95542,Garberville,Humboldt,CA
95543,Gasquet,Del Norte,CA
95545,Honeydew,Humboldt,CA
95546,Hoopa,Humboldt,CA
95547,Hydesville,Humboldt,CA
95548,Klamath,Del Norte,CA
95549,Kneeland,Humboldt,CA
95550,Korbel,Humboldt,CA
95551,Loleta,Humboldt,CA
95552,Mad River,Trinity,CA
95553,Miranda,Humboldt,CA
95554,Myers Flat,Humboldt,CA
95555,Orick,Humboldt,CA
95556,Orleans,Humboldt,CA
95558,Petrolia,Humboldt,CA
95559,Phillipsville,Humboldt,CA
95560,Redway,Humboldt,CA
95562,Rio Dell,Humboldt,CA
95563,Salyer,Trinity,CA
95564,Samoa,Humboldt,CA
95565,Scotia,Humboldt,CA
95567,Smith River,Del Norte,CA
95568,Somes Bar,Siskiyou,CA
95569,Redcrest,Humboldt,CA
95570,Trinidad,Humboldt,CA
95571,Weott,Humboldt,CA
95573,Willow Creek,Humboldt,CA
95585,Leggett,Mendocino,CA
95587,Piercy,Mendocino,CA
95589,Whitethorn,Humboldt,CA
95595,Zenia,Trinity,CA
95601,Amador City,Amador,CA
95602,Auburn,Placer,CA
95603,Auburn,Placer,CA
95604,Auburn,Placer,CA
95605,West Sacramento,Yolo,CA
95606,Brooks,Yolo,CA
95607,Capay,Yolo,CA
95608,Carmichael,Sacramento,CA
95609,Carmichael,Sacramento,CA
95610,Citrus Heights,Sacramento,CA
95611,Citrus Heights,Sacramento,CA
95612,Clarksburg,Yolo,CA
95613,Coloma,El Dorado,CA
95614,Cool,El Dorado,CA
95615,Courtland,Sacramento,CA
95616,Davis,Yolo,CA
95617,Davis,Yolo,CA
95618,El Macero,Yolo,CA
95619,Diamond Springs,El Dorado,CA
95620,Dixon,Solano,CA
95621,Citrus Heights,Sacramento,CA
95623,El Dorado,El Dorado,CA
95624,Elk Grove,Sacramento,CA
95625,Elmira,Solano,CA
95626,Elverta,Sacramento,CA
95627,Esparto,Yolo,CA
95628,Fair Oaks,Sacramento,CA
95629,Fiddletown,Amador,CA
95630,Folsom,Sacramento,CA
95631,Foresthill,Placer,CA
95632,Galt,Sacramento,CA
95633,Garden Valley,El Dorado,CA
95634,Georgetown,El Dorado,CA
95635,Greenwood,El Dorado,CA
95636,Grizzly Flats,El Dorado,CA
95637,Guinda,Yolo,CA
95638,Herald,Sacramento,CA
95639,Hood,Sacramento,CA
95640,Ione,Amador,CA
95641,Isleton,Sacramento,CA
95642,Jackson,Amador,CA
95644,Kit Carson,Amador,CA
95645,Knights Landing,Yolo,CA
95646,Kirkwood,Alpine,CA
95648,Lincoln,Placer,CA
95650,Loomis,Placer,CA
95651,Lotus,El Dorado,CA
95652,Mcclellan,Sacramento,CA
95653,Madison,Yolo,CA
95654,Martell,Amador,CA
95655,Mather,Sacramento,CA
95656,Mount Aukum,El Dorado,CA
95658,Newcastle,Placer,CA
95659,Nicolaus,Sutter,CA
95660,North Highlands,Sacramento,CA
95661,Roseville,Placer,CA
95662,Orangevale,Sacramento,CA
95663,Penryn,Placer,CA
95664,Pilot Hill,El Dorado,CA
95665,Pine Grove,Amador,CA
95666,Pioneer,Amador,CA
95667,Placerville,El Dorado,CA
95668,Pleasant Grove,Sutter,CA
95669,Plymouth,Amador,CA
95670,Rancho Cordova,Sacramento,CA
95671,Represa,Sacramento,CA
95672,Rescue,El Dorado,CA
95673,Rio Linda,Sacramento,CA
95674,Rio Oso,Sutter,CA
95675,River Pines,Amador,CA
95676,Robbins,Sutter,CA
95677,Rocklin,Placer,CA
95678,Roseville,Placer,CA
95679,Rumsey,Yolo,CA
95680,Ryde,Sacramento,CA
95681,Sheridan,Placer,CA
95682,Shingle Springs,El Dorado,CA
95683,Sloughhouse,Sacramento,CA
95684,Somerset,El Dorado,CA
95685,Sutter Creek,Amador,CA
95686,Thornton,San Joaquin,CA
95687,Vacaville,Solano,CA
95688,Vacaville,Solano,CA
95689,Volcano,Amador,CA
95690,Walnut Grove,Sacramento,CA
95691,West Sacramento,Yolo,CA
95692,Wheatland,Yuba,CA
95693,Wilton,Sacramento,CA
95694,Winters,Yolo,CA
95695,Woodland,Yolo,CA
95696,Vacaville,Solano,CA
95697,Yolo,Yolo,CA
95698,Zamora,Yolo,CA
95699,Drytown,Amador,CA
95701,Alta,Placer,CA
95703,Applegate,Placer,CA
95709,Camino,El Dorado,CA
95712,Chicago Park,Nevada,CA
95713,Colfax,Placer,CA
95714,Dutch Flat,Placer,CA
95715,Emigrant Gap,Placer,CA
95717,Gold Run,Placer,CA
95720,Kyburz,El Dorado,CA
95721,Echo Lake,El Dorado,CA
95722,Meadow Vista,Placer,CA
95724,Norden,Nevada,CA
95726,Pollock Pines,El Dorado,CA
95728,Soda Springs,Nevada,CA
95735,Twin Bridges,El Dorado,CA
95736,Weimar,Placer,CA
95741,Rancho Cordova,Sacramento,CA
95742,Rancho Cordova,Sacramento,CA
95743,Rancho Cordova,Sacramento,CA
95746,Granite Bay,Placer,CA
95747,Roseville,Placer,CA
95757,Elk Grove,Sacramento,CA
95758,Elk Grove,Sacramento,CA
95759,Elk Grove,Sacramento,CA
95762,El Dorado Hills,El Dorado,CA
95763,Folsom,Sacramento,CA
95765,Rocklin,Placer,CA
95776,Woodland,Yolo,CA
95798,West Sacramento,Yolo,CA
95799,West Sacramento,Yolo,CA
95811,Sacramento,Sacramento,CA
95812,Sacramento,Sacramento,CA
95813,Sacramento,Sacramento,CA
95814,Sacramento,Sacramento,CA
95815,Sacramento,Sacramento,CA
95816,Sacramento,Sacramento,CA
95817,Sacramento,Sacramento,CA
95818,Sacramento,Sacramento,CA
95819,Sacramento,Sacramento,CA
95820,Sacramento,Sacramento,CA
95821,Sacramento,Sacramento,CA
95822,Sacramento,Sacramento,CA
95823,Sacramento,Sacramento,CA
95824,Sacramento,Sacramento,CA
95825,Sacramento,Sacramento,CA
95826,Sacramento,Sacramento,CA
95827,Sacramento,Sacramento,CA
95828,Sacramento,Sacramento,CA
95829,Sacramento,Sacramento,CA
95830,Sacramento,Sacramento,CA
95831,Sacramento,Sacramento,CA
95832,Sacramento,Sacramento,CA
95833,Sacramento,Sacramento,CA
95834,Sacramento,Sacramento,CA
95835,Sacramento,Sacramento,CA
95836,Sacramento,Sacramento,CA
95837,Sacramento,Sacramento,CA
95838,Sacramento,Sacramento,CA
95840,Sacramento,Sacramento,CA
95841,Sacramento,Sacramento,CA
95842,Sacramento,Sacramento,CA
95843,Antelope,Sacramento,CA
95851,Sacramento,Sacramento,CA
95852,Sacramento,Sacramento,CA
95853,Sacramento,Sacramento,CA
95857,Sacramento,Sacramento,CA
95860,Sacramento,Sacramento,CA
95864,Sacramento,Sacramento,CA
95865,Sacramento,Sacramento,CA
95866,Sacramento,Sacramento,CA
95867,Sacramento,Sacramento,CA
95873,Sacramento,Sacramento,CA
95887,Sacramento,Sacramento,CA
95894,Sacramento,Sacramento,CA
95899,Sacramento,Sacramento,CA
95901,Marysville,Yuba,CA
95903,Beale Afb,Yuba,CA
95910,Alleghany,Sierra,CA
95912,Arbuckle,Colusa,CA
95913,Artois,Glenn,CA
95914,Bangor,Butte,CA
95915,Belden,Plumas,CA
95916,Berry Creek,Butte,CA
95917,Biggs,Butte,CA
95918,Browns Valley,Yuba,CA
95919,Brownsville,Yuba,CA
95920,Butte City,Glenn,CA
95922,Camptonville,Yuba,CA
95923,Canyondam,Plumas,CA
95924,Cedar Ridge,Nevada,CA
95925,Challenge,Yuba,CA
95926,Chico,Butte,CA
95927,Chico,Butte,CA
95928,Chico,Butte,CA
95929,Chico,Butte,CA
95930,Clipper Mills,Butte,CA
95931,College City,Colusa,CA
95932,Colusa,Colusa,CA
95934,Crescent Mills,Plumas,CA
95935,Dobbins,Yuba,CA
95936,Downieville,Sierra,CA
95937,Dunnigan,Yolo,CA
95938,Durham,Butte,CA
95939,Elk Creek,Glenn,CA
95940,Feather Falls,Butte,CA
95941,Forbestown,Butte,CA
95942,Forest Ranch,Butte,CA
95943,Glenn,Glenn,CA
95944,Goodyears Bar,Sierra,CA
95945,Grass Valley,Nevada,CA
95946,Penn Valley,Nevada,CA
95947,Greenville,Plumas,CA
95948,Gridley,Butte,CA
95949,Grass Valley,Nevada,CA
95950,Grimes,Colusa,CA
95951,Hamilton City,Glenn,CA
95953,Live Oak,Sutter,CA
95954,Magalia,Butte,CA
95955,Maxwell,Colusa,CA
95956,Meadow Valley,Plumas,CA
95957,Meridian,Sutter,CA
95958,Nelson,Butte,CA
95959,Nevada City,Nevada,CA
95960,North San Juan,Nevada,CA
95961,Olivehurst,Yuba,CA
95962,Oregon House,Yuba,CA
95963,Orland,Glenn,CA
95965,Oroville,Butte,CA
95966,Oroville,Butte,CA
95967,Paradise,Butte,CA
95968,Palermo,Butte,CA
95969,Paradise,Butte,CA
95970,Princeton,Colusa,CA
95971,Quincy,Plumas,CA
95972,Rackerby,Yuba,CA
95973,Chico,Butte,CA
95974,Richvale,Butte,CA
95975,Rough And Ready,Nevada,CA
95976,Chico,Butte,CA
95977,Smartville,Yuba,CA
95978,Stirling City,Butte,CA
95979,Stonyford,Colusa,CA
95980,Storrie,Plumas,CA
95981,Strawberry Valley,Yuba,CA
95982,Sutter,Sutter,CA
95983,Taylorsville,Plumas,CA
95984,Twain,Plumas,CA
95986,Washington,Nevada,CA
95987,Williams,Colusa,CA
95988,Willows,Glenn,CA
95991,Yuba City,Sutter,CA
95992,Yuba City,Sutter,CA
95993,Yuba City,Sutter,CA
96001,Redding,Shasta,CA
96002,Redding,Shasta,CA
96003,Redding,Shasta,CA
96006,Adin,Modoc,CA
96007,Anderson,Shasta,CA
96008,Bella Vista,Shasta,CA
96009,Bieber,Lassen,CA
96010,Big Bar,Trinity,CA
96011,Big Bend,Shasta,CA
96013,Burney,Shasta,CA
96014,Callahan,Siskiyou,CA
96015,Canby,Modoc,CA
96016,Cassel,Shasta,CA
96017,Castella,Shasta,CA
96019,Shasta Lake,Shasta,CA
96020,Chester,Plumas,CA
96021,Corning,Tehama,CA
96022,Cottonwood,Shasta,CA
96023,Dorris,Siskiyou,CA
96024,Douglas City,Trinity,CA
96025,Dunsmuir,Siskiyou,CA
96027,Etna,Siskiyou,CA
96028,Fall River Mills,Shasta,CA
96029,Flournoy,Tehama,CA
96031,Forks Of Salmon,Siskiyou,CA
96032,Fort Jones,Siskiyou,CA
96033,French Gulch,Shasta,CA
96034,Gazelle,Siskiyou,CA
96035,Gerber,Tehama,CA
96037,Greenview,Siskiyou,CA
96038,Grenada,Siskiyou,CA
96039,Happy Camp,Siskiyou,CA
96040,Hat Creek,Shasta,CA
96041,Hayfork,Trinity,CA
96044,Hornbrook,Siskiyou,CA
96046,Hyampom,Trinity,CA
96047,Igo,Shasta,CA
96048,Junction City,Trinity,CA
96049,Redding,Shasta,CA
96050,Klamath River,Siskiyou,CA
96051,Lakehead,Shasta,CA
96052,Lewiston,Trinity,CA
96054,Lookout,Modoc,CA
96055,Los Molinos,Tehama,CA
96056,Mcarthur,Shasta,CA
96057,Mccloud,Siskiyou,CA
96058,Macdoel,Siskiyou,CA
96059,Manton,Tehama,CA
96061,Mill Creek,Tehama,CA
96062,Millville,Shasta,CA
96063,Mineral,Tehama,CA
96064,Montague,Siskiyou,CA
96065,Montgomery Creek,Shasta,CA
96067,Mount Shasta,Siskiyou,CA
96068,Nubieber,Lassen,CA
96069,Oak Run,Shasta,CA
96070,Obrien,Shasta,CA
96071,Old Station,Shasta,CA
96073,Palo Cedro,Shasta,CA
96074,Paskenta,Tehama,CA
96075,Paynes Creek,Tehama,CA
96076,Platina,Shasta,CA
96078,Proberta,Tehama,CA
96079,Shasta Lake,Shasta,CA
96080,Red Bluff,Tehama,CA
96084,Round Mountain,Shasta,CA
96085,Scott Bar,Siskiyou,CA
96086,Seiad Valley,Siskiyou,CA
96087,Shasta,Shasta,CA
96088,Shingletown,Shasta,CA
96089,Shasta Lake,Shasta,CA
96090,Tehama,Tehama,CA
96091,Trinity Center,Trinity,CA
96092,Vina,Tehama,CA
96093,Weaverville,Trinity,CA
96094,Weed,Siskiyou,CA
96095,Whiskeytown,Shasta,CA
96096,Whitmore,Shasta,CA
96097,Yreka,Siskiyou,CA
96099,Redding,Shasta,CA
96101,Alturas,Modoc,CA
96103,Blairsden-Graeagle,Plumas,CA
96104,Cedarville,Modoc,CA
96105,Chilcoot,Plumas,CA
96106,Clio,Plumas,CA
96107,Coleville,Mono,CA
96108,Davis Creek,Modoc,CA
96109,Doyle,Lassen,CA
96110,Eagleville,Modoc,CA
96111,Floriston,Nevada,CA
96112,Fort Bidwell,Modoc,CA
96113,Herlong,Lassen,CA
96114,Janesville,Lassen,CA
96115,Lake City,Modoc,CA
96116,Likely,Modoc,CA
96117,Litchfield,Lassen,CA
96118,Loyalton,Sierra,CA
96119,Madeline,Lassen,CA
96120,Markleeville,Alpine,CA
96121,Milford,Lassen,CA
96122,Portola,Plumas,CA
96123,Ravendale,Lassen,CA
96124,Calpine,Sierra,CA
96125,Sierra City,Sierra,CA
96126,Sierraville,Sierra,CA
96127,Susanville,Lassen,CA
96128,Standish,Lassen,CA
96129,Beckwourth,Plumas,CA
96130,Susanville,Lassen,CA
96132,Termo,Lassen,CA
96133,Topaz,Mono,CA
96134,Tulelake,Siskiyou,CA
96135,Vinton,Plumas,CA
96136,Wendel,Lassen,CA
96137,Westwood,Lassen,CA
96140,Carnelian Bay,Placer,CA
96141,Homewood,Placer,CA
96142,Tahoma,El Dorado,CA
96143,Kings Beach,Placer,CA
96145,Tahoe City,Placer,CA
96146,Olympic Valley,Placer,CA
96148,Tahoe Vista,Placer,CA
96150,South Lake Tahoe,El Dorado,CA
96151,South Lake Tahoe,El Dorado,CA
96152,South Lake Tahoe,El Dorado,CA
96154,South Lake Tahoe,El Dorado,CA
96155,South Lake Tahoe,El Dorado,CA
96156,South Lake Tahoe,El Dorado,CA
96157,South Lake Tahoe,El Dorado,CA
96158,South Lake Tahoe,El Dorado,CA
96160,Truckee,Nevada,CA
96161,Truckee,Nevada,CA
96162,Truckee,Nevada,CA
96201,Apo,APO,AP
96548,Apo,APO,AP
96701,Aiea,Honolulu,HI
96708,Haiku,Maui,HI
96720,Hilo,Hawaii,HI
96730,Kaaawa,Honolulu,HI
96734,Kailua,Honolulu,HI
96740,Kailua Kona,Hawaii,HI
96753,Kihei,Maui,HI
96754,Kilauea,Kauai,HI
96761,Lahaina,Maui,HI
96766,Lihue,Kauai,HI
96797,Waipahu,Honolulu,HI
96817,Honolulu,Honolulu,HI
96822,Honolulu,Honolulu,HI
96826,Honolulu,Honolulu,HI
96932,Hagatna,Guam,GU
98370,Poulsbo,Kitsap,WA
98465,Tacoma,Pierce,WA
99353,Richland,Benton,WA
99502,Anchorage,Anchorage,AK
99515,Anchorage,Anchorage,AK
99567,Chugiak,Anchorage,AK
99801,Juneau,Juneau,AK
99802,Juneau,Juneau,AK
99833,Petersburg,Petersburg,AK
99901,Ketchikan,Ketchikan Gateway,AK
